"","Protein_ID","Species","Function","Appearances"
"2424","Q9SQZ0","Arabidopsis","Cationic amino acid transporter 7, chloroplastic","639"
"2425","F4JTE7","Arabidopsis","(DL)-glycerol-3-phosphatase 1, mitochondrial","640"
"2426","Q08623","Human","Pseudouridine-5'-phosphatase","640"
"2427","Q86ZR7","Yeast","Probable pseudouridine-5'-phosphatase YKL033W-A","640"
"2428","Q8VZP1","Arabidopsis","(DL)-glycerol-3-phosphatase 2","640"
"2429","P21283","Human","V-type proton ATPase subunit C 1","641"
"2430","P31412","Yeast","V-type proton ATPase subunit C","641"
"2431","Q9SDS7","Arabidopsis","V-type proton ATPase subunit C","641"
"2432","P36160","Yeast","Ribosome biogenesis protein RPF2","642"
"2433","Q9H7B2","Human","Ribosome production factor 2 homolog","642"
"2434","Q9LUG5","Arabidopsis","Ribosome production factor 2 homolog","642"
"2435","P13693","Human","Translationally-controlled tumor protein","643"
"2436","P31265","Arabidopsis","Translationally-controlled tumor protein 1","643"
"2437","P35691","Yeast","Translationally-controlled tumor protein homolog","643"
"2438","Q9M9V9","Arabidopsis","Translationally controlled tumor protein 2","643"
"2439","O81047","Arabidopsis","DNA helicase","644"
"2440","P34243","Yeast","DNA polymerase alpha-associated DNA helicase A","644"
"2441","P38935","Human","DNA-binding protein SMUBP-2","644"
"2442","A0A654FDQ5","Arabidopsis","(thale cress) hypothetical protein","645"
"2443","P25296","Yeast","Calcineurin subunit B","645"
"2444","P63098","Human","Calcineurin subunit B type 1","645"
"2445","Q96LZ3","Human","Calcineurin subunit B type 2","645"
"2446","O43592","Human","Exportin-T","646"
"2447","P33418","Yeast","Exportin-T","646"
"2448","Q7PC79","Arabidopsis","Exportin-T","646"
"2449","A0A178V515","Arabidopsis","HTH TFE/IIEalpha-type domain-containing protein","647"
"2450","A0A1P8B8Y2","Arabidopsis","Transcription factor TFIIE, alpha subunit","647"
"2451","P29083","Human","General transcription factor IIE subunit 1","647"
"2452","P36100","Yeast","Transcription initiation factor IIE subunit alpha","647"
"2453","Q93ZW3","Arabidopsis","TFIIE-alpha 1","647"
"2454","P36047","Yeast","Protein phosphatase 1 regulatory subunit SDS22","648"
"2455","Q15435","Human","Protein phosphatase 1 regulatory subunit 7","648"
"2456","Q84WJ9","Arabidopsis","Protein phosphatase 1 regulatory inhibitor subunit PPP1R7 homolog","648"
"2457","P32368","Yeast","Phosphatidylinositol-3-phosphatase SAC1","649"
"2458","Q7X911","Arabidopsis","Phosphoinositide phosphatase SAC6","649"
"2459","Q96328","Arabidopsis","Phosphoinositide phosphatase SAC8","649"
"2460","Q9C5G5","Arabidopsis","Phosphoinositide phosphatase SAC7","649"
"2461","Q9NTJ5","Human","Phosphatidylinositol-3-phosphatase SAC1","649"
"2462","P36125","Yeast","Protein GMH1","650"
"2463","Q53HI1","Human","Protein unc-50 homolog","650"
"2464","Q9SKL4","Arabidopsis","At2g15240/F15A23.2","650"
"2465","P20457","Yeast","DNA primase large subunit","651"
"2466","P49643","Human","DNA primase large subunit","651"
"2467","Q84WJ2","Arabidopsis","Probable DNA primase large subunit","651"
"2468","O82399","Arabidopsis","Malate dehydrogenase 1, peroxisomal","652, 991"
"2469","P17505","Yeast","Malate dehydrogenase, mitochondrial","652"
"2470","P40926","Human","Malate dehydrogenase, mitochondrial","652, 991"
"2471","Q9LKA3","Arabidopsis","Malate dehydrogenase 2, mitochondrial","652, 991"
"2472","Q9ZP06","Arabidopsis","Malate dehydrogenase 1, mitochondrial","652, 991"
"2473","A0A1W2PQA9","Human","GPI ethanolamine phosphate transferase 1","653"
"2474","F4JD48","Arabidopsis","GPI ethanolamine phosphate transferase 1","653"
"2475","P36051","Yeast","GPI ethanolamine phosphate transferase 1","653"
"2476","A0A1P8B027","Arabidopsis","RBR-type E3 ubiquitin transferase","654"
"2477","P36113","Yeast","E3 ubiquitin-protein ligase HEL1","654"
"2478","Q8L829","Arabidopsis","Probable E3 ubiquitin-protein ligase ARI5","654"
"2479","Q8W468","Arabidopsis","Probable E3 ubiquitin-protein ligase ARI8","654"
"2480","Q949V6","Arabidopsis","Probable E3 ubiquitin-protein ligase ARI1","654"
"2481","Q9LVX0","Arabidopsis","Probable E3 ubiquitin-protein ligase ARI3","654"
"2482","Q9SKC2","Arabidopsis","Probable E3 ubiquitin-protein ligase ARI11","654"
"2483","Q9SKC3","Arabidopsis","Probable E3 ubiquitin-protein ligase ARI9","654"
"2484","Q9SKC4","Arabidopsis","Probable E3 ubiquitin-protein ligase ARI10","654"
"2485","Q9Y4X5","Human","E3 ubiquitin-protein ligase ARIH1","654"
"2486","P32774","Yeast","Transcription initiation factor IIA subunit 2","655"
"2487","P52657","Human","Transcription initiation factor IIA subunit 2","655"
"2488","Q39236","Arabidopsis","Transcription initiation factor IIA subunit 2","655"
"2489","O14841","Human","5-oxoprolinase","656"
"2490","P28273","Yeast","5-oxoprolinase","656"
"2491","Q9FIZ7","Arabidopsis","5-oxoprolinase 1","656"
"2492","A0A1P8APR7","Arabidopsis","26S proteasome regulatory complex ATPase","657"
"2493","P33299","Yeast","26S proteasome regulatory subunit 7 homolog","657"
"2494","P35998","Human","26S proteasome regulatory subunit 7","657"
"2495","Q9SSB5","Arabidopsis","26S proteasome regulatory subunit 7 homolog A","657"
"2496","A0A384L8L9","Arabidopsis","Defective in cullin neddylation protein","658"
"2497","Q12395","Yeast","Defective in cullin neddylation protein 1","658"
"2498","Q6PH85","Human","DCN1-like protein 2","658"
"2499","Q96GG9","Human","DCN1-like protein 1","658"
"2500","Q9BTE7","Human","DCN1-like protein 5","658"
"2501","P27635","Human","Large ribosomal subunit protein uL16","659"
"2502","P41805","Yeast","Large ribosomal subunit protein uL16","659"
"2503","Q08770","Arabidopsis","Large ribosomal subunit protein uL16y","659"
"2504","Q93VT9","Arabidopsis","Large ribosomal subunit protein uL16z","659"
"2505","Q93W22","Arabidopsis","Large ribosomal subunit protein uL16x","659"
"2506","A0A7G2ERS1","Arabidopsis","(thale cress) hypothetical protein","660"
"2507","P39210","Human","Mitochondrial inner membrane protein Mpv17","660"
"2508","Q06563","Yeast","Protein SYM1","660"
"2509","Q9ZS51","Arabidopsis","Peroxisomal membrane protein PMP22","660"
"2510","A0A1I9LM04","Arabidopsis","Condensin-1 complex subunit CAP-D2","661"
"2511","Q06156","Yeast","Condensin complex subunit 1","661"
"2512","Q15021","Human","Condensin complex subunit 1","661"
"2513","O04212","Arabidopsis","Putative ABC1 protein At2g40090","662"
"2514","Q06567","Yeast","ABC1 family protein MCP2","662"
"2515","Q86TW2","Human","AarF domain-containing protein kinase 1","662"
"2516","A0A7G2FCX7","Arabidopsis","(thale cress) hypothetical protein","663"
"2517","F4JC74","Arabidopsis","Crooked neck protein, putative / cell cycle protein","663"
"2518","Q12309","Yeast","Pre-mRNA-splicing factor CLF1","663"
"2519","Q9BZJ0","Human","Crooked neck-like protein 1","663"
"2520","Q9FNM3","Arabidopsis","CRN (Crooked neck) protein","663"
"2521","F4IW10","Arabidopsis","Elongation factor G-2, mitochondrial","664"
"2522","P25039","Yeast","Elongation factor G, mitochondrial","664"
"2523","Q96RP9","Human","Elongation factor G, mitochondrial","664"
"2524","Q9C641","Arabidopsis","Elongation factor G-1, mitochondrial","664"
"2525","P0C0X0","Yeast","Small ribosomal subunit protein eS28B","665"
"2526","P34789","Arabidopsis","Small ribosomal subunit protein eS28x","665, 956"
"2527","P62857","Human","Small ribosomal subunit protein eS28","665, 956"
"2528","Q9SR73","Arabidopsis","Small ribosomal subunit protein eS28z/eS28y","665, 956"
"2529","O75419","Human","Cell division control protein 45 homolog","666"
"2530","Q08032","Yeast","Cell division control protein 45","666"
"2531","Q9LSG6","Arabidopsis","Cell division cycle 45","666"
"2532","O75845","Human","Lathosterol oxidase","667"
"2533","P32353","Yeast","Delta(7)-sterol 5(6)-desaturase ERG3","667"
"2534","Q39208","Arabidopsis","Delta(7)-sterol-C5(6)-desaturase 1","667"
"2535","Q9M883","Arabidopsis","Putative Delta(7)-sterol-C5(6)-desaturase 2","667"
"2536","A2A274","Human","Aconitase 2","668"
"2537","B3H5Y0","Arabidopsis","Aconitate hydratase","668"
"2538","P19414","Yeast","Aconitate hydratase, mitochondrial","668"
"2539","Q9SIB9","Arabidopsis","Aconitate hydratase 3, mitochondrial","668"
"2540","P32892","Yeast","ATP-dependent RNA helicase DRS1",""
"2541","Q9ZRZ8","Arabidopsis","DEAD-box ATP-dependent RNA helicase 28",""
"2543","P52893","Yeast","Probable alanine aminotransferase, mitochondrial","670"
"2548","Q06218","Yeast","ATP-dependent RNA helicase DBP9","671"
"2549","Q9NY93","Human","Probable ATP-dependent RNA helicase DDX56","671"
"2550","Q9SW44","Arabidopsis","DEAD-box ATP-dependent RNA helicase 16","671"
"2551","O15212","Human","Prefoldin subunit 6","672"
"2552","P52553","Yeast","Prefoldin subunit 6","672"
"2553","Q2HIK4","Arabidopsis","Prefoldin subunit 6","672"
"2555","P52910","Yeast","Acetyl-coenzyme A synthetase 2","673"
"2558","A0A654FIS6","Arabidopsis","G-patch domain-containing protein","674"
"2559","A0A6I8PRS5","Human","G patch domain-containing protein 11","674"
"2560","Q06152","Yeast","Uncharacterized protein YLR271W","674"
"2561","O22860","Arabidopsis","Large ribosomal subunit protein eL38z/eL38y","675"
"2562","P49167","Yeast","Large ribosomal subunit protein eL38","675"
"2563","P63173","Human","Large ribosomal subunit protein eL38","675"
"2564","A0A178UUQ6","Arabidopsis","(thale cress) hypothetical protein","676"
"2565","F4IFG2","Arabidopsis","Dynamin related protein","676"
"2566","O00429","Human","Dynamin-1-like protein","676"
"2567","P54861","Yeast","Dynamin-related protein DNM1","676"
"2568","Q06078","Yeast","U3 small nucleolar RNA-associated protein 21",""
"2569","O22975","Arabidopsis","1-acylglycerol-3-phosphate O-acyltransferase","678"
"2570","Q12385","Yeast","1-acylglycerol-3-phosphate O-acyltransferase ICT1","678"
"2571","Q8TB40","Human","(Lyso)-N-acylphosphatidylethanolamine lipase","678"
"2572","Q06287","Yeast","Ribosomal RNA small subunit methyltransferase NEP1","679"
"2573","Q92979","Human","Ribosomal RNA small subunit methyltransferase NEP1","679"
"2574","Q9M1J8","Arabidopsis","At3g57000","679"
"2575","A0A178WNA8","Arabidopsis","Nucleolar protein 56","680"
"2576","A0A384L547","Arabidopsis","Nop domain-containing protein","680"
"2577","O00567","Human","Nucleolar protein 56","680"
"2578","Q12460","Yeast","Nucleolar protein 56","680"
"2579","O15381","Human","Nuclear valosin-containing protein-like","681"
"2580","Q07844","Yeast","Ribosome biogenesis ATPase RIX7","681"
"2581","Q9SS94","Arabidopsis","Cell division control protein 48 homolog C","681"
"2582","Q01590","Yeast","Integral membrane protein SED5","682"
"2583","Q13190","Human","Syntaxin-5","682"
"2584","Q9FFK1","Arabidopsis","Syntaxin-31","682"
"2585","Q9LK09","Arabidopsis","Syntaxin-32","682"
"2586","O15145","Human","Actin-related protein 2/3 complex subunit 3","683"
"2587","Q05933","Yeast","Actin-related protein 2/3 complex subunit 3","683"
"2588","Q1ECJ7","Arabidopsis","Actin-related protein 2/3 complex subunit 3","683"
"2589","P46943","Yeast","Translation factor GUF1, mitochondrial","684"
"2590","Q8N442","Human","Translation factor GUF1, mitochondrial","684"
"2591","Q9FLE4","Arabidopsis","Translation factor GUF1 homolog, mitochondrial","684"
"2592","P0C0T4","Yeast","Small ribosomal subunit protein eS25B","685"
"2598","O00757","Human","Fructose-1,6-bisphosphatase isozyme 2","686"
"2599","P09201","Yeast","Fructose-1,6-bisphosphatase","686"
"2600","P09467","Human","Fructose-1,6-bisphosphatase 1","686"
"2601","Q9MA79","Arabidopsis","Fructose-1,6-bisphosphatase, cytosolic","686"
"2602","Q06142","Yeast","Importin subunit beta-1","687"
"2603","Q0WML1","Arabidopsis","ARM repeat superfamily protein","687"
"2604","Q14974","Human","Importin subunit beta-1","687"
"2605","Q9FJD4","Arabidopsis","Importin subunit beta-1","687"
"2606","F4JN04","Arabidopsis","Transducin/WD40 repeat-like superfamily protein","688"
"2607","F4JSB9","Arabidopsis","Transducin/WD40 repeat-like superfamily protein","688"
"2608","F4JSC0","Arabidopsis","Transducin/WD40 repeat-like superfamily protein","688"
"2609","P21304","Yeast","Periodic tryptophan protein 1","688"
"2610","Q13610","Human","Periodic tryptophan protein 1 homolog","688"
"2611","O75439","Human","Mitochondrial-processing peptidase subunit beta","689"
"2612","P10507","Yeast","Mitochondrial-processing peptidase subunit beta","689"
"2613","P31930","Human","Cytochrome b-c1 complex subunit 1, mitochondrial","689"
"2614","Q42290","Arabidopsis","Probable mitochondrial-processing peptidase subunit beta, mitochondrial","689"
"2615","A0A654FBA3","Arabidopsis","Small-subunit processome Utp12 domain-containing protein","690"
"2616","Q12220","Yeast","U3 small nucleolar RNA-associated protein 12","690"
"2617","Q9UNX4","Human","WD repeat-containing protein 3","690"
"2618","F4IVR2","Arabidopsis","Heat shock protein 60-2","691"
"2619","P10809","Human","60 kDa heat shock protein, mitochondrial","691"
"2620","P19882","Yeast","Heat shock protein 60, mitochondrial","691"
"2621","P29197","Arabidopsis","Chaperonin CPN60, mitochondrial","691"
"2622","Q93ZM7","Arabidopsis","Chaperonin CPN60-like 2, mitochondrial","691"
"2623","Q06053","Yeast","tRNA-dihydrouridine(47) synthase [NAD(P)(+)]","692"
"2624","Q96G46","Human","tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like","692"
"2625","Q9T0J6","Arabidopsis","tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like","692"
"2627","P49166","Yeast","Large ribosomal subunit protein eL37A","693"
"2631","P15624","Yeast","Phenylalanine--tRNA ligase beta subunit","694"
"2632","Q9NSD9","Human","Phenylalanine--tRNA ligase beta subunit","694"
"2633","Q9SGE9","Arabidopsis","Phenylalanine--tRNA ligase beta subunit, cytoplasmic","694"
"2634","A0A1P8B665","Arabidopsis","Aminopeptidase P1","695"
"2635","Q07825","Yeast","Putative Xaa-Pro aminopeptidase FRA1","695"
"2636","Q8RY11","Arabidopsis","Aminopeptidase P2","695"
"2637","Q9NQW7","Human","Xaa-Pro aminopeptidase 1","695"
"2638","O00471","Human","Exocyst complex component 5","696"
"2639","Q06245","Yeast","Exocyst complex component SEC10","696"
"2640","X5JA13","Arabidopsis","Exocyst complex component SEC10a","696"
"2641","Q12749","Yeast","Structural maintenance of chromosomes protein 6","697"
"2642","Q96SB8","Human","Structural maintenance of chromosomes protein 6","697"
"2643","Q9FII7","Arabidopsis","Structural maintenance of chromosomes protein 6B","697"
"2644","Q9FLR5","Arabidopsis","Structural maintenance of chromosomes protein 6A","697"
"2645","P32835","Yeast","GTP-binding nuclear protein GSP1/CNR1","698"
"2646","P41916","Arabidopsis","GTP-binding nuclear protein Ran-1","698, 890"
"2647","P41917","Arabidopsis","GTP-binding nuclear protein Ran-2","698, 890"
"2648","P62826","Human","GTP-binding nuclear protein Ran","698, 890"
"2649","Q8H156","Arabidopsis","GTP-binding nuclear protein Ran-3","698, 890"
"2653","Q3E7Y3","Yeast","Small ribosomal subunit protein uS8B","699"
"2655","O23515","Arabidopsis","Large ribosomal subunit protein eL15z","700, 817"
"2656","P05748","Yeast","Large ribosomal subunit protein eL15A","700"
"2657","P61313","Human","Large ribosomal subunit protein eL15","700, 817"
"2658","Q8VYF1","Arabidopsis","Large ribosomal subunit protein eL15y","700, 817"
"2659","O60832","Human","H/ACA ribonucleoprotein complex subunit DKC1","701"
"2660","P33322","Yeast","H/ACA ribonucleoprotein complex subunit CBF5","701"
"2661","Q9LD90","Arabidopsis","H/ACA ribonucleoprotein complex subunit 4","701"
"2662","P57743","Yeast","U6 snRNA-associated Sm-like protein LSm3","702"
"2663","P62310","Human","U6 snRNA-associated Sm-like protein LSm3","702"
"2664","Q9C6K5","Arabidopsis","Sm-like protein LSM3B","702"
"2665","Q9LMN4","Arabidopsis","Sm-like protein LSM3A","702"
"2666","F4HNU6","Arabidopsis","Nardilysin-like","703"
"2667","F4J3D9","Arabidopsis","Insulin-degrading enzyme-like 2","703"
"2668","O22941","Arabidopsis","Insulin-degrading enzyme-like 1, peroxisomal","703"
"2669","P14735","Human","Insulin-degrading enzyme","703"
"2670","Q06010","Yeast","A-factor-processing enzyme","703"
"2671","P04181","Human","Ornithine aminotransferase, mitochondrial","704"
"2672","P07991","Yeast","Ornithine aminotransferase","704"
"2673","Q9FNK4","Arabidopsis","Ornithine aminotransferase, mitochondrial","704"
"2674","O60551","Human","Glycylpeptide N-tetradecanoyltransferase 2","705"
"2675","P14743","Yeast","Glycylpeptide N-tetradecanoyltransferase","705"
"2676","P30419","Human","Glycylpeptide N-tetradecanoyltransferase 1","705"
"2677","Q9LTR9","Arabidopsis","Glycylpeptide N-tetradecanoyltransferase 1","705"
"2678","P35207","Yeast","Antiviral helicase SKI2",""
"2679","Q15477","Human","Superkiller complex protein 2",""
"2680","O22711","Arabidopsis","Peroxiredoxin-2D","707"
"2681","P30044","Human","Peroxiredoxin-5, mitochondrial","707"
